XP_001689450.1	XP_001689450.1; XP_001700901.1	280; 276	Pfam	PF01459; PF01459	Eukaryotic porin; Eukaryotic porin	1.3E-34; 3.5E-39	IPR027246; IPR027246	Eukaryotic porin/Tom40; Eukaryotic porin/Tom40
XP_001690671.1	XP_001702224.1; XP_001690998.1; XP_001690819.1; XP_001691008.2; XP_042918210.1; XP_042915428.1; XP_001698170.1; XP_001700449.1; XP_001692371.1; XP_001700460.1; XP_001700474.1; XP_001691674.1; XP_001690723.1; XP_042914501.1; XP_001691548.1; XP_001690671.1; XP_001690683.1; XP_001696445.1; XP_001698957.1; XP_001703062.1; XP_042923690.1; XP_001696460.2; XP_001696219.1; XP_001696244.1; XP_001696249.1; XP_001696539.1; XP_001696548.1; XP_042923556.1; XP_001702089.1; XP_001693721.1; XP_001698188.1	135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135; 135	Pfam	PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125	Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4	6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 6.0E-54; 2.3E-53	IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125	Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3
XP_001690672.1	XP_001700399.1; XP_001700454.1; XP_001697820.2; XP_001700425.1; XP_001691528.1; XP_001690722.1; XP_001690672.1; XP_001690682.1; XP_042923692.1; XP_001693466.1; XP_001691545.1; XP_001690995.1; XP_001702225.1; XP_001691003.1; XP_001690827.1; XP_001696444.1; XP_042923701.1; XP_001696461.1; XP_042923652.1; XP_001696521.1; XP_042923595.1; XP_001696278.1; XP_001696554.1; XP_042923551.1; XP_001693074.1; XP_001692945.1; XP_001701386.1	129; 129; 129; 129; 129; 129; 129; 129; 129; 129; 129; 130; 130; 130; 130; 130; 130; 130; 130; 130; 132; 132; 132; 132; 132; 132; 132	Pfam	PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211	Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A	7.4E-17, 3.4E-19; 7.4E-17, 3.4E-19; 7.4E-17, 3.4E-19; 7.4E-17, 3.4E-19; 7.4E-17, 3.4E-19; 7.4E-17, 3.4E-19; 7.4E-17, 3.4E-19; 7.4E-17, 3.4E-19; 7.4E-17, 3.4E-19; 7.4E-17, 3.4E-19; 7.5E-17, 3.4E-19; 7.5E-17, 3.5E-19; 7.5E-17, 3.5E-19; 7.5E-17, 3.5E-19; 7.5E-17, 3.5E-19; 7.5E-17, 3.5E-19; 7.5E-17, 3.5E-19; 7.5E-17, 3.5E-19; 7.5E-17, 3.5E-19; 7.5E-17, 3.5E-19; 7.9E-17, 2.7E-19; 7.9E-17, 2.7E-19; 7.9E-17, 2.7E-19; 7.9E-17, 2.7E-19; 7.9E-17, 2.7E-19; 7.9E-17, 2.7E-19; 7.9E-17, 1.3E-18	IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454	Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain
XP_001690721.1	XP_001690996.1; XP_001690810.1; XP_042918218.1; XP_001690828.1; XP_001691010.1; XP_001698167.1; XP_042915424.1; XP_001700398.1; XP_001692372.2; XP_001700408.1; XP_001700424.1; XP_001691527.1; XP_001690721.1; XP_042914500.1; XP_001691698.1; XP_042923733.1; XP_042923728.1; XP_042923713.1; XP_001698955.2; XP_042923693.1; XP_042923691.1; XP_042923688.1; XP_001696488.1; XP_001696520.1; XP_001696524.1; XP_042923577.1; XP_042923557.1; XP_042923555.1; XP_001696553.1; XP_001696285.1; XP_001693465.1; XP_042915398.1	103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103	Pfam	PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511	Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold	3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 3.9E-9; 9.6E-9; 1.2E-8	IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425	CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold
XP_001690740.2	XP_001690740.2; XP_042915159.1	388; 388	Pfam	; 	; 	; 	; 	; 
XP_001690746.2	XP_042923750.1; XP_001690746.2	302; 302	Pfam	; 	; 	; 	; 	; 
XP_001690839.2	XP_042918184.1; XP_001690839.2	330; 330	Pfam	PF00795; PF00795	Carbon-nitrogen hydrolase; Carbon-nitrogen hydrolase	7.9E-60; 7.9E-60	IPR003010; IPR003010	Carbon-nitrogen hydrolase; Carbon-nitrogen hydrolase
XP_001690840.1	XP_001690840.1; XP_042928368.1; XP_042918989.1; XP_042921020.1	418; 426; 425; 421	Pfam	PF00226, PF00684, PF01556; PF01556, PF00226; PF01556, PF00226; PF00226	DnaJ domain, DnaJ central domain, DnaJ C terminal domain; DnaJ C terminal domain, DnaJ domain; DnaJ C terminal domain, DnaJ domain; DnaJ domain	2.5E-24, 1.8E-11, 1.6E-40; 3.3E-39, 2.4E-27; 1.6E-28, 2.1E-26; 3.5E-25	IPR001623, IPR001305, IPR002939; IPR002939, IPR001623; IPR002939, IPR001623; IPR001623	DnaJ domain, Heat shock protein DnaJ, cysteine-rich domain, Chaperone DnaJ, C-terminal; Chaperone DnaJ, C-terminal, DnaJ domain; Chaperone DnaJ, C-terminal, DnaJ domain; DnaJ domain
XP_001690873.1	XP_001690873.1; XP_001691232.1	425; 417	Pfam	PF01078, PF17863; PF01078, PF17863	Magnesium chelatase, subunit ChlI, AAA lid domain; Magnesium chelatase, subunit ChlI, AAA lid domain	1.8E-5, 2.2E-16; 1.7E-7, 1.0E-21	IPR000523, IPR041628; IPR000523, IPR041628	Magnesium chelatase ChlI-like, catalytic domain, ChlI/MoxR, AAA lid domain; Magnesium chelatase ChlI-like, catalytic domain, ChlI/MoxR, AAA lid domain
XP_001690883.2	XP_001690883.2; XP_042928815.1; XP_042928809.1; XP_042928816.1; XP_042928807.1; XP_042928808.1	739; 740; 740; 740; 740; 740	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
XP_001690893.1	XP_001690893.1; XP_001691481.1; XP_001690909.1; XP_001692886.1; XP_001700009.1	181; 181; 186; 181; 182	Pfam	PF00025; PF00025; PF00025; PF00025; PF00025	ADP-ribosylation factor family; ADP-ribosylation factor family; ADP-ribosylation factor family; ADP-ribosylation factor family; ADP-ribosylation factor family	4.8E-81; 4.8E-81; 2.7E-68; 5.4E-75; 2.4E-65	IPR006689; IPR006689; IPR006689; IPR006689; IPR006689	Small GTPase superfamily, ARF/SAR type; Small GTPase superfamily, ARF/SAR type; Small GTPase superfamily, ARF/SAR type; Small GTPase superfamily, ARF/SAR type; Small GTPase superfamily, ARF/SAR type
XP_001690946.1	XP_001690946.1; XP_001700587.1	163; 164	Pfam	; 	; 	; 	; 	; 
XP_001690975.1	XP_001690975.1; XP_042920252.1; XP_042920254.1	881; 883; 873	Pfam	PF03600, PF02080; PF03600, PF02080; PF02080, PF03600	Citrate transporter, TrkA-C domain; Citrate transporter, TrkA-C domain; TrkA-C domain, Citrate transporter	3.6E-42, 1.9E-8; 6.1E-43, 3.2E-10; 5.8E-9, 4.0E-37	IPR004680, IPR006037; IPR004680, IPR006037; IPR006037, IPR004680	Citrate transporter-like domain, Regulator of K+ conductance, C-terminal; Citrate transporter-like domain, Regulator of K+ conductance, C-terminal; Regulator of K+ conductance, C-terminal, Citrate transporter-like domain
XP_001691047.2	XP_001691047.2; XP_001692557.1	404; 407	Pfam	PF02915; PF02915	Rubrerythrin; Rubrerythrin	1.2E-40; 1.7E-40	IPR003251; IPR003251	Rubrerythrin; Rubrerythrin
XP_001691129.1	XP_001691129.1; XP_042920631.1; XP_042917577.1	434; 435; 438	Pfam	PF13391; ; 	HNH endonuclease; ; 	1.8E-6; ; 	IPR003615; ; 	HNH nuclease; ; 
XP_001691146.2	XP_001691146.2; XP_042923893.1	362; 357	Pfam	; 	; 	; 	; 	; 
XP_001691223.1	XP_001691223.1; XP_001698344.1	443; 448	Pfam	PF18599; PF18599	Limiting CO2-inducible proteins B/C beta carbonyic anhydrases; Limiting CO2-inducible proteins B/C beta carbonyic anhydrases	5.9E-80; 4.4E-82	IPR040703; IPR040703	Limiting CO2-inducible protein B/C, beta carbonyic anhydrase domain; Limiting CO2-inducible protein B/C, beta carbonyic anhydrase domain
XP_001691263.2	XP_001691263.2; XP_042924413.1	622; 624	Pfam	; 	; 	; 	; 	; 
XP_001691283.2	XP_001691283.2; XP_042924289.1	370; 379	Pfam	; 	; 	; 	; 	; 
XP_001691361.1	XP_001691361.1; XP_001700556.1; XP_001699424.1; XP_001697414.2	307; 307; 314; 315	Pfam	PF00149; PF00149; PF00149; PF00149	Calcineurin-like phosphoesterase; Calcineurin-like phosphoesterase; Calcineurin-like phosphoesterase; Calcineurin-like phosphoesterase	4.3E-37; 1.7E-37; 2.4E-33; 1.1E-34	IPR004843; IPR004843; IPR004843; IPR004843	Calcineurin-like phosphoesterase domain, ApaH type; Calcineurin-like phosphoesterase domain, ApaH type; Calcineurin-like phosphoesterase domain, ApaH type; Calcineurin-like phosphoesterase domain, ApaH type
XP_001691500.1	XP_001691500.1; XP_001703033.1	151; 150	Pfam	PF14159; PF14159	CAAD domains of cyanobacterial aminoacyl-tRNA synthetase; CAAD domains of cyanobacterial aminoacyl-tRNA synthetase	5.7E-22; 3.7E-21	IPR025564; IPR025564	Cyanobacterial aminoacyl-tRNA synthetase, CAAD domain; Cyanobacterial aminoacyl-tRNA synthetase, CAAD domain
